appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,label
258010,Ring Runner: Flight of the Sages,2013-11-19,1,Triple.B.Titles,Triple.B.Titles,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;RPG;Indie,175,593,112,231,402,100000-200000,3.99,0
258050,Survivor Squad,2015-01-21,1,Endless Loop Studios,Endless Loop Studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie;Strategy,Strategy;Indie;Zombies,43,536,268,134,188,100000-200000,2.99,0
258070,Probability 0,2014-06-12,1,Droqen,none,windows;mac,0,Single-player,Action;Indie,Indie;Action;Platformer,0,40,11,0,0,20000-50000,4.99,0
258090,99 Spirits,2013-11-12,1,TORaIKI,Fruitbat Factory,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie;RPG,RPG;Anime;Indie,49,214,147,380,380,50000-100000,6.99,0
258200,Talisman: Prologue,2013-10-14,1,Nomad Games,Nomad Games,windows,0,Single-player;Steam Trading Cards,Indie;RPG;Strategy,Strategy;Indie;Board Game,0,187,143,231,245,200000-500000,4.99,0
258520,The Vanishing of Ethan Carter,2014-09-25,1,The Astronauts,The Astronauts,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Mystery;Detective;Atmospheric,14,6917,849,185,217,500000-1000000,14.99,0
258760,Scania Truck Driving Simulator,2014-02-27,1,SCS Software,SCS Software,windows,0,Single-player;Partial Controller Support,Indie;Simulation,Simulation;Driving;Indie,0,830,253,330,330,500000-1000000,6.99,0
258890,Type:Rider,2013-11-06,1,Ex Nihilo,Plug In Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Platformer;Casual,12,1123,281,0,0,100000-200000,3.99,0
258950,Montague's Mount,2013-11-19,1,PolyPusher Studios,PolyPusher Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Walking Simulator,20,241,168,125,125,20000-50000,3.99,0
259060,Dominions 4: Thrones of Ascension,2013-12-05,1,Illwinter Game Design,Illwinter Game Design,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer,Indie;Strategy,Strategy;Turn-Based Strategy;Indie,0,1208,113,74,74,50000-100000,26.99,0
259130,Wasteland 1 - The Original Classic,2013-11-13,1,inXile Entertainment,inXile Entertainment,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Post-apocalyptic;Classic,0,243,65,82,155,500000-1000000,4.49,0
259340,Chicken Shoot Gold,2003-11-01,1,ToonTRAXX Studios,Topware Interactive,windows;mac,0,Single-player;Multi-player;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Casual;Indie,0,139,108,326,301,100000-200000,4.99,0
259390,Ballpoint Universe - Infinite,2013-12-17,1,Arachnid Games,Arachnid Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,27,483,144,504,504,100000-200000,2.79,0
259410,Sneaky Sneaky,2014-11-12,1,Naiad Entertainment LLC,Naiad Entertainment LLC,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;RPG;Strategy,Strategy;Casual;RPG,29,234,28,82,82,0-20000,3.99,0
259450,Drifter,2014-03-04,1,Celsius Game Studios,Celsius Game Studios,windows;mac;linux,0,Single-player;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Simulation;Indie,0,112,63,0,0,0-20000,8.99,0
259470,Particulars,2014-11-19,1,SeeThrough Studios,SeeThrough Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie,Indie;Puzzle;Physics,63,55,25,206,206,20000-50000,4.79,0
259510,Shufflepuck Cantina Deluxe,2013-12-06,1,Agharta Studio,Agharta Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Sports,Sports;Indie;Action,76,415,75,346,352,100000-200000,7.19,0
259550,Hero of the Kingdom,2013-11-14,1,Lonely Troops,Lonely Troops,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Casual;Adventure;Indie,38,2936,237,306,475,100000-200000,4.79,0
259570,EDEN STAR,2015-01-30,1,Flix Interactive,Flix Interactive,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;Strategy;Early Access,Early Access;Survival;Base-Building,0,642,210,195,195,20000-50000,14.99,0
259600,Finding Teddy,2013-12-03,1,Storybird,LookAtMyGame;Plug In Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,19,709,147,139,139,100000-200000,5.99,0
259620,3079 -- Block Action RPG,2013-11-14,1,Phr00t's Software,Phr00t's Software,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Action;Indie;RPG,RPG;Indie;Action,0,231,231,204,204,50000-100000,3.99,0
259640,Guise Of The Wolf,2014-01-24,1,FUN Creators,FUN Creators,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Indie;Werewolves;Adventure,20,66,133,0,0,0-20000,1.99,0
259660,Void Destroyer,2015-01-20,1,Iteration 11,Iteration 11,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie;Simulation;Strategy,Strategy;Simulation;Action,24,196,112,9,9,50000-100000,7.19,0
259680,Tales of Maj'Eyal,2013-12-12,1,Netcore Games,Netcore Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie;RPG,Rogue-like;RPG;Turn-Based,1746,2748,133,7117,10627,200000-500000,4.99,0
259720,Fading Hearts,2014-02-05,1,Sakura River Interactive,Sakura River Interactive,windows;mac;linux,0,Single-player,Adventure;Indie;Simulation,Visual Novel;Anime;Indie,18,137,68,0,0,0-20000,11.39,0
259810,Home Sheep Home 2,2014-02-17,1,Aardman Animations,Aardman Animations,windows,0,Single-player;Steam Achievements;Steam Cloud;Commentary available,Action;Adventure;Casual;Indie,Indie;Casual;Puzzle,52,104,5,13,13,0-20000,6.99,0
259830,Wooden Sen'SeY,2013-12-05,1,Upper Byte,Spawn Digital,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,21,62,48,121,121,20000-50000,6.99,0
259940,YOU DON'T KNOW JACK Vol. 2,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,25,11,0,0,50000-100000,1.99,0
259960,YOU DON'T KNOW JACK Vol. 3,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,29,3,0,0,50000-100000,1.99,0
259980,YOU DON'T KNOW JACK Vol. 4 The Ride,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,56,11,0,0,20000-50000,1.99,0
260000,YOU DON'T KNOW JACK MOVIES,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,28,12,0,0,50000-100000,1.99,0
260020,YOU DON'T KNOW JACK SPORTS,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie,0,11,9,0,0,50000-100000,1.99,0
260040,YOU DON'T KNOW JACK TELEVISION,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,21,6,0,0,50000-100000,1.99,0
260060,YOU DON'T KNOW JACK HEADRUSH,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie,0,25,8,0,0,50000-100000,1.99,0
260080,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,2013-11-05,1,Jackbox Games, Inc.,Jackbox Games, Inc.,windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,19,27,0,0,20000-50000,1.59,0
260160,The Last Tinker™: City of Colors,2014-05-12,1,Mimimi Productions,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,14,496,110,0,0,50000-100000,7.99,0
260250,Blood of the Werewolf,2013-10-28,1,Scientifically Proven,Scientifically Proven,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Platformer;Werewolves;Action,125,351,227,205,205,50000-100000,1.59,0
260330,Flockers™,2014-09-19,1,Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor,Action;Indie;Strategy,Lemmings;Indie;Strategy,20,122,39,0,0,20000-50000,14.99,0
260380,Ninja Cats vs Samurai Dogs,2014-02-21,1,Eutechnyx,Eutechnyx,windows,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Tower Defense,24,24,13,0,0,0-20000,3.99,0
260410,Get Off My Lawn!,2014-11-11,1,Digital Leisure Inc.,Digital Leisure Inc.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Casual;Indie,71,1135,397,7,8,200000-500000,0.0,0
260530,So Many Me,2014-07-17,1,Extend Studio,ORiGO GAMES,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Indie;Action;Strategy,30,84,6,0,0,0-20000,11.39,0
260790,1001 Spikes,2014-06-03,1,Nicalis, Inc.,Nicalis, Inc.,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Platformer;Indie;Action,25,455,103,214,215,50000-100000,9.99,0
261180,Lethal League,2014-08-27,1,Team Reptile,Team Reptile,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Sports,Fighting;Local Multiplayer;2D Fighter,23,5196,346,258,236,500000-1000000,9.99,0
261350,Steam Bandits: Outpost,2014-01-14,1,Iocaine Studios,Iocaine Studios,windows;mac;linux,0,Single-player;Cross-Platform Multiplayer;Steam Achievements,Adventure;Casual;Indie;RPG;Early Access,Early Access;RPG;Adventure,0,35,29,0,0,0-20000,15.49,0
261490,Bedlam,2015-10-13,1,RedBedlam,KISS ltd,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats,Action;Indie,Action;Indie;FPS,24,571,184,150,150,100000-200000,9.99,0
261510,Tesla Effect: A Tex Murphy Adventure,2014-05-08,1,Big Finish Games,SEGA,windows;mac,0,Single-player,Adventure;Indie,Adventure;FMV;Detective,0,865,121,82,82,200000-500000,14.99,0
261530,Lifeless Planet Premier Edition,2014-06-06,1,Stage 2 Studios,Serenity Forge,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Walking Simulator;Adventure;Atmospheric,15,2129,635,0,0,100000-200000,14.99,0
261680,Journal,2014-02-17,1,Locked Door Puzzle,Lupus Studios Limited,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie,Indie;Adventure;Female Protagonist,10,262,72,0,0,20000-50000,7.19,0
261700,Eryi's Action,2013-11-19,1,Xtal Sword,Xtal Sword,windows;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Platformer;Indie;Anime,32,1086,152,159,159,50000-100000,3.99,0
261720,Holy Avatar vs. Maidens of the Dead,2014-02-20,1,Silent Dreams,Headup,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;Casual,13,68,54,0,0,50000-100000,6.99,0
261740,Humans Must Answer,2014-01-16,1,Sumom Games,Sumom Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Shoot 'Em Up,21,32,18,0,0,0-20000,3.99,0
261760,Lichdom: Battlemage,2014-08-26,1,Xaviant,Xaviant Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Magic;RPG;Action,59,1400,1036,351,366,100000-200000,7.19,0
261880,Corporate Lifestyle Simulator,2014-03-12,1,DolphinBarn,DolphinBarn,windows,0,Single-player;Full controller support,Action;Casual;Indie,Indie;Action;Zombies,0,478,94,0,0,100000-200000,3.99,0
261900,The Real Texas,2016-07-12,1,Kitty Lambda Games Inc.,Kitty Lambda Games Inc.,windows;mac,0,Single-player;Steam Achievements,Action;Adventure;Indie;RPG,RPG;Indie;Adventure,24,27,0,0,0,0-20000,10.99,0
261940,The Mysterious Cities of Gold,2013-11-20,1,Neko Entertainment,Neko Entertainment,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Adventure;Casual;Indie,Adventure;Casual;Indie,25,62,24,0,0,20000-50000,8.99,0
261960,Cube & Star: An Arbitrary Love,2014-02-14,1,Doppler Interactive,Doppler Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Adventure;Casual;Indie,Indie;Casual;Adventure,93,78,45,0,0,20000-50000,3.99,0
262060,Darkest Dungeon®,2016-01-19,1,Red Hook Studios,Red Hook Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Indie;RPG;Strategy,Turn-Based Combat;RPG;Dungeon Crawler,104,41544,6741,1121,619,2000000-5000000,18.99,0
262080,Iron Soul,2014-02-26,1,BluBee Games,Effat Effati,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Sci-fi,25,9,46,0,0,0-20000,3.99,0
262100,Trench Run,2016-04-07,1,Transhuman Design,Transhuman Design,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0,47,41,0,0,0-20000,2.89,0
262120,Toy Soldiers: Complete,2016-02-17,1,Signal Studios;Krome Studios,Signal Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation;Strategy,Tower Defense;Action;Strategy,32,505,164,57,57,50000-100000,10.99,0
262150,Vanguard Princess,2014-03-03,1,Tomoaki Sugeno,eigoMANGA,windows;mac;linux,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Trading Cards;Captions available;Steam Workshop;Partial Controller Support,Sexual Content;Action;Casual;Indie,Anime;Fighting;2D Fighter,0,1975,773,245,255,200000-500000,3.99,0
262190,Zombeer,2015-01-30,1,Moonbite Games;PadaOne Games,New Gravity Laws,windows,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Nudity,12,134,36,0,0,0-20000,3.99,0
262210,Last Knight: Rogue Rider Edition,2014-10-03,1,Toco Games,Toco Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;Casual;Indie,Action;Adventure;Indie,77,164,36,105,105,20000-50000,4.99,0
262240,SUGURI,2014-07-01,1,Orange_Juice,Rockin' Android;Rockin Android,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Indie,Anime;Bullet Hell;Action,14,125,19,308,308,20000-50000,4.79,0
262260,Jets'n'Guns Gold,2014-02-05,1,Rake in Grass,Rake in Grass,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Shoot 'Em Up;Great Soundtrack;Action,22,969,130,5,5,50000-100000,4.99,0
262300,Tsukumogami,2012-05-31,0,TORaIKI,Fruitbat Factory,windows,0,Single-player,Adventure;Indie;RPG,RPG;Indie;Adventure,49,33,17,0,0,50000-100000,22.99,0
262390,Cloudbuilt,2014-03-20,1,Coilworks,Rising Star Games,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,Platformer;Parkour;Female Protagonist,37,703,122,171,219,100000-200000,14.99,0
262410,World of Guns: Gun Disassembly,2014-05-21,1,Noble Empire Corp.,Noble Empire Corp.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases,Free to Play;Indie;Simulation,Free to Play;Simulation;Shooter,42,11178,2300,99,43,2000000-5000000,0.0,0
262450,Dead Man's Draw,2014-02-06,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;Strategy,Strategy;Casual;Indie,20,316,52,0,0,20000-50000,5.19,0
262470,Rollers of the Realm,2014-11-18,1,Phantom Compass,SEGA,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,Pinball;RPG;Puzzle,32,442,48,172,172,100000-200000,6.99,0
262510,CRIMSON ROOM® DECADE,2016-06-09,1,Dream Holdings;TAKAGISM Inc.,Degica;Dream Holdings,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Horror,16,33,15,0,0,0-20000,6.99,0
262550,Gunman Clive,2014-01-03,1,Hörberg Productions,Hörberg Productions,windows,0,Single-player;Steam Achievements,Action;Indie,Indie;Action;Western,9,605,79,31,37,50000-100000,1.59,0
262590,Chuck's Challenge 3D,2014-02-28,1,Niffler Ltd.,Nkidu Games Inc.;Niffler Ltd.,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Stats;Includes level editor,Indie,Puzzle;Indie;Sokoban,28,146,23,0,0,0-20000,2.89,0
262630,Tom vs. The Armies of Hell,2016-07-27,1,Darkmire Entertainment,Darkmire Entertainment,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,31,13,3,0,0,0-20000,7.19,0
262690,Little Racers STREET,2014-02-06,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie;Racing,Racing;Indie;Casual,43,729,149,0,0,100000-200000,4.79,0
262750,GoD Factory: Wingmen,2014-08-29,1,Nine Dots Studio,Nine Dots Studio,windows;mac;linux,0,Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Simulation;Strategy,Space;Action;Simulation,46,211,93,810,810,20000-50000,15.49,0
262770,Freedom Fall,2014-01-10,1,Stirfire Studios,Stirfire Studios,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Platformer,23,333,26,75,75,20000-50000,6.99,0
